itemCode,name,Description,customer,Max Qty,Count,Price,Cost,MSRP,subscriptionPeriodMonths,Frequency,billingType,billingPeriodType,firstBillingPeriodType,cancelTime,renewalAction
E3A-MGT-IS-UCSD,E3A-MGT-IS-UCSD,"UCS Director - 1 Server License (includes Network,",Broker,12,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-UMBEA-SUPT-G,SVS-UMBEA-SUPT-G,Umbrella and CloudLock EA Support - Enhanced,Broker,12,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-VTS-EA-K9,LIC-VTS-EA-K9,Cisco VM TelePresence Server Release Key,Broker,12,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TST-MCR- APM-ONPR,TST-MCR- APM-ONPR,AppDynamics Test & Dev Edition - APM Any Start Dat,Broker,12,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NU-CLCOMMON,A-FLEX-NU-CLCOMMON,NU Webex Calling Common Area Add-on,Broker,12,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-RS-HR,A-FLEX-RS-HR,Additional Recording Storage Hour Overage,Broker,12,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX68CW-SEC,E3N-MX68CW-SEC,Meraki MX68CW SEC Enterprise Agreement,Broker,12,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
MX67W-HW,MX67W-HW,Meraki MX67W Router/Security Appliance with 802.11,Broker,12,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MX-XL-E,LIC-MX-XL-E,Meraki MX X-Large Essentials Subscription LIC and ,Broker,12,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TE-EMBED-WANI,TE-EMBED-WANI,Cisco ThousandEyes WAN Insights Embedded Initial T,Broker,12,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C95001-E,E3N-C95001-E,C9500 CISCO DNA EA Essentials High (24Q/40X),Broker,12,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-N3K-XF-E,E3N-N3K-XF-E,DCN EA NX-OS Essentials for XF Nexus 3K,Broker,12,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-Z-E,LIC-Z-E,Meraki Z Essentials Subscription LIC and Support,Broker,11,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NUPL-P1,A-FLEX-NUPL-P1,NU On-Premises Calling Professional(7 additional l,Broker,11,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WORK-MSG-O,A-WORK-MSG-O,Webex Messaging Overage -1,Broker,11,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-NU-ECTR-100,A-WX-NU-ECTR-100,Event Center Capacity 100 (1),Broker,11,13,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-CHAN-U-INAPP-P-Push,A-CHAN-U-INAPP-P-Push,In-App Channel-Usage,Broker,11,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2-N-AS,E2-N-AS,Cisco DNA for EA - Access Switching,Broker,11,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CJIVR-O,A-FLEX-CJIVR-O,WxCC Additional IVR Ports Overage,Broker,11,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-AMP4EP,E2F-SEC-AMP4EP,Cisco EA 2.0 Choice - Security Suites- AMP For End,Broker,11,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
HXDP-M5-SW,HXDP-M5-SW,HyperFlex Data Platform M5 Software,Broker,11,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
PRO-BSUM-ONPR-Z,PRO-BSUM-ONPR-Z,AppD Pro Ed-Brwsr Synthtic User Mntring-Hstd Agnt-,Broker,11,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DSTACK-T1-E,DSTACK-T1-E,"Cisco DNA Essentials Stack - upto 100M (Aggr, 200M",Broker,11,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
APPD-PR-BSUM-O,APPD-PR-BSUM-O,AppD Pro Ed-Brwsr Synthtic User Mntring-Hstd Agnt-,Broker,11,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2-N-AS-S,E2-N-AS-S,Access Switching EA - Support,Broker,11,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
MERAKI-SUB,MERAKI-SUB,Meraki SW Subscription,Broker,10,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2-N-AIR,E2-N-AIR,Cisco DNA for EA - Access Wireless,Broker,10,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2-N-AIR-S,E2-N-AIR-S,Access Wireless EA - Support,Broker,10,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-N9300-GF-E,E3N-N9300-GF-E,DCN FIXED 1G Essentials,Broker,10,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-WXSTG-X,A-SPK-WXSTG-X,Included WebEx Storage (1),Broker,10,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C8000-HSEC-DNA,C8000-HSEC-DNA,U.S. Export Restriction Compliance license for C80,Broker,10,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-EP-ADV,E3-SEC-EP-ADV,Security EA 3.0 Cisco Secure Endpoint Advantage,Broker,10,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-EA2-DUO-SUP-P,SVS-EA2-DUO-SUP-P,PREMIUM SUPPORT FOR DUO,Broker,10,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-ES-ADV,E3-SEC-ES-ADV,Cisco Secure Email Advantage,Broker,10,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-EMAIL-SUP-B,SVS-EMAIL-SUP-B,BASIC SUPPORT FOR EMAIL SECURITY,Broker,10,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-CMD-SUP-E,SVS-CMD-SUP-E,Enhanced Support for Cloud Mailbox Defense,Broker,10,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2N-N9300XF-G-P,E2N-N9300XF-G-P,ACI FIXED 10G XF Premier New Purchase,Broker,10,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-F-EA-SUITE,A-FLEX-F-EA-SUITE,FedRAMP Webex Suite EA - EA Cloud Calling & Events,Broker,10,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-F-FPR2120T,E2SF-F-FPR2120T,"Sec EA 2.0 Choice FPR2120 Threat Defense Threat, M",Broker,10,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DC-MGT-IS-PVAPP-ES,DC-MGT-IS-PVAPP-ES,Infrastructure Services PVA - Essentials,Broker,10,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-I-ISE3-ADM,E2SF-I-ISE3-ADM,Security EA 2.0 Choice ISE 3.0 Device Admin TACACS,Broker,10,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-UMBDNSA,E3-SEC-UMBDNSA,Security EA 3.0 Umbrella DNS Advantage,Broker,10,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
EA-DNAC-OFFER,EA-DNAC-OFFER,For qualified Cisco DNA EA customers only.,Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-F-VOIP,A-AUD-F-VOIP,FedRAMP Included VoIP -1,Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
C1P1TN9300XF-3Y,C1P1TN9300XF-3Y,"DCN Premier Term N9300 XF, 3Y - Initial Term - 36.",Broker,9,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-MRCS,E3-N-MRCS,Meraki - Camera Systems,Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-UMBSIGE-SVS1,E3-UMBSIGE-SVS1,Cisco Services Portfolio: Umbrella SIG Essentials ,Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-G-TXT2S-S-Flex,A-FLEX-G-TXT2S-S-Flex,CC Text-To-Speech  conersion pwered by ML-Standard,Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS120-8,E3N-MS120-8,Meraki MS120-8 Enterprise Agreement,Broker,9,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-C-CALL-ENT,A-FLEX-C-CALL-ENT,Webex Calling Entitlement,Broker,9,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNA-C-T1-E-3Y,DNA-C-T1-E-3Y,Cisco DNA Essentials Cloud Lic 3Y - upto 200M (Agg,Broker,9,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-B-N9K-PR-XF,SVS-B-N9K-PR-XF,EMBEDDED SOLN SUPPORT SWSS FOR ACI NEXUS 9K - Init,Broker,9,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-CDNA-T1-E3Y,SVS-CDNA-T1-E3Y,Solution Support for SW - DNA Essentials Cloud Lic,Broker,9,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NUCL1,A-FLEX-NUCL1,NU Webex Calling,Broker,9,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-C9200L2-A,E3N-C9200L2-A,C9200L 48-port CISCO DNA EA Advantage,Broker,9,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-MA-ULTD-LIC,CES-MA-ULTD-LIC,Cisco Secure Email Cloud Malware Analytics Unlimit,Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-ACTIVE-USER,A-WX-ACTIVE-USER,Spark Active User (with WebEx),Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-A-HAAC-11X,A-FLEX-A-HAAC-11X,Attendant Console Advanced HA Version 11,Broker,9,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-SFW-T2SWE,E3-CX-SFW-T2SWE,SVCS Portfolio T2 Secure FW SWSS Enhanced SW Suppo,Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SFW-SVS2,E3-SFW-SVS2,Cisco Services Portfolio: Secure Firewall T2,Broker,9,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS225-24P,E3N-MS225-24P,Meraki MS225-24P Enterprise Agreement,Broker,9,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-SW-EXP-EA-K9,LIC-SW-EXP-EA-K9,License Key Software Encrypted,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-OP-ENTWAN-S,E3N-OP-ENTWAN-S,Support for EA SD-WAN & Routing,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
TF-MS120-8LP-5Y-1,TF-MS120-8LP-5Y-1,Meraki MS120-8LP Enterprise Agreement 5Y - True Fo,Broker,8,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-F-ASA5545,E2SF-F-ASA5545,"Sec EA 2.0 Choice ASA5545 FirePOWER IPS, AMP & URL",Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX100-SEC,E3N-MX100-SEC,Meraki MX100 SEC Enterprise Agreement,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-SWATCH,E2F-SEC-SWATCH,Cisco EA 2.0 Choice - Security Suites- Stealthwatc,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-O-FPR2140-P,E2SF-O-FPR2140-P,Security EA 2.0 Choice Defense Orchestrator for FP,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS355-48X,E3N-MS355-48X,Meraki MS355-48X Enterprise Agreement,Broker,8,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-O-CDO5525P,E2SF-O-CDO5525P,Security EA 2.0 Choice Defense Orchestrator for AS,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SW-EXP-8.X-EA-K9,SW-EXP-8.X-EA-K9,"Software Image for Expressway with Encryption, Ver",Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-SD-64G-S,DN2-SD-64G-S,64GB SD Card for UCS Servers,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-MV-E,LIC-MV-E,Meraki MV Large Essentials Subscription LIC and Su,Broker,8,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-WCC-P-N-ENT,A-FLEX-WCC-P-N-ENT,Webex Contact Center Named Premium Agent Entitleme,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-DUO-ADV,E3-SEC-DUO-ADV,Cisco EA 3.0 - Duo Advantage edition (formerly Acc,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-EXP-GW-EA,LIC-EXP-GW-EA,Enable GW Feature (H323-SIP),Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-P-ISEA1K,E2SC-P-ISEA1K,Security ELA 2.0 ISE  1K Endpoint Apex License,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
FLMESH-SERVICE,FLMESH-SERVICE,TS for Cisco Ultra-Reliable Wireless Backhaul Prod,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-TPM2-002,DN2-TPM2-002,Trusted Platform Module 2.0 for UCS servers,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-HW-APL-LIC,DN2-HW-APL-LIC,DNAC Appliance License - 44 Core,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-B-N9K-ADV-XF,SVS-B-N9K-ADV-XF,EMBEDDED SOLN SUPPORT SWSS FOR ACI NEXUS 9K,Broker,8,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-ENTWAN,E3-N-ENTWAN,Cisco DNA SD-WAN & Routing,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-N-DCN,E3-N-DCN,Cisco Data Center EA for Data Center Networking,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-DCN-S,E3N-DCN-S,Support for Cisco Data Center EA for Data Center N,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-ISE-SVS2,E3-ISE-SVS2,Cisco Services Portfolio: Identity Services Engine,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-O-FPR1120-P,E2SF-O-FPR1120-P,Security EA 2.0 Choice Defense Orchestrator for FP,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-CHAN-U-SMS-INTL-SMS,A-CHAN-U-SMS-INTL-SMS,Channel-International MT Usage,Broker,8,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-HW-APL-U,DN2-HW-APL-U,DNA Center Appliance -- Upgrade (Gen 2),Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-PCIE-ID10GF,DN2-PCIE-ID10GF,Intel X710-DA2 dual-port 10G SFP+ NIC,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-MSTOR-SD,DN2-MSTOR-SD,Mini Storage Carrier for SD (holds up to 2),Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-PCIE-IQ10GF,DN2-PCIE-IQ10GF,Intel X710 quad-port 10G SFP+ NIC,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
FTDV-SEC-SUB,FTDV-SEC-SUB,Cisco Firepower TD Virtual Subscription Initial Te,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
LIC-EXP-SERIES-EA,LIC-EXP-SERIES-EA,Enable Expressway Series Feature Set,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DN2-RAID-M5,DN2-RAID-M5,Cisco 12G Modular RAID controller with 2GB cache,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-P-ISEP1K,E2SC-P-ISEP1K,Security ELA 2.0 ISE  1K Endpoint Plus License,Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR2140T,E3S-SFW-FPR2140T,"Security EA 3.0 FPR2140 Threat Defense Threat, Mal",Broker,8,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-EVENTS,A-EVENTS,Webex Events - Initial Term - 12.00 Months   |   A,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ISE-T2SWE,E3-CX-ISE-T2SWE,SVCS Portfolio T2 ISE SWSS Enhanced SW Support - O,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2F-SEC-WEB,E2F-SEC-WEB,Cisco EA 2.0 Choice - Security Suites- Web,Broker,8,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-ADD-T2SWE,E3-CX-ADD-T2SWE,SVCS Portfolio T2 Secure AddOns SWSSENHCD SW Suppo,Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS120-48FP,E3N-MS120-48FP,Meraki MS120-48FP Enterprise Agreement,Broker,7,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX67-SEC,E3N-MX67-SEC,Meraki MX67 SEC Enterprise Agreement,Broker,7,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-UMBDNSA-SVS2,E3-UMBDNSA-SVS2,Cisco Services Portfolio: Umbrella DNS Advantage T,Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX450-SEC,E3N-MX450-SEC,Meraki MX450 SEC Enterprise Agreement,Broker,7,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Smrtnt Rnwl - HW/SW,Smrtnt Rnwl - HW/SW,Cisco Smartnet HW + SW Renewal,Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-DC-C-ENT,A-FLEX-DC-C-ENT,Digital Channels- Cloud Entitlement,Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DSTACK-T0-A,DSTACK-T0-A,"Cisco DNA Advantage Stack - upto 15M (Aggr, 30M)",Broker,7,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CSC-SVS-DCM-SUPT-BAS,CSC-SVS-DCM-SUPT-BAS,SVS-DCM-SUPT-BAS,Broker,7,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-SEC-DUO-ESS,E3-SEC-DUO-ESS,Cisco EA 3.0 - Duo Essentials edition (formerly MF,Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Cisco-Credit,Cisco-Credit,Credit for unused term licenses,Broker,7,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-SFW-FPR2130T,E3S-SFW-FPR2130T,"Security EA 3.0 FPR2130 Threat Defense Threat, Mal",Broker,7,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
NWSTACK-T0-A,NWSTACK-T0-A,"Cisco Network Advantage Stack - upto 15M (Aggr, 30",Broker,7,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-CHAN-SMS-10DLC-N,A-CHAN-SMS-10DLC-N,United States 10 Digit Long Code Number (SMS),Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-APPD-SUP-B,SVS-APPD-SUP-B,Basic Support for SW - AppDynamics Cloud Lic.,Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-N9300-XF-E,E3N-N9300-XF-E,DCN FIXED 10G XF Essentials,Broker,7,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3-CX-UMBA-T2SWE,E3-CX-UMBA-T2SWE,SVCS Portfolio T2 Umbrella DNS ADV SWSS E SW Suppo,Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WORK-CALL-U-ENT,A-WORK-CALL-U-ENT,Webex Calling Uncommitted Entitlement -2,Broker,7,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NUSL1,A-FLEX-NUSL1,NU Cloud Calling Tier 1 -2,Broker,6,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DNA-P-T0-A-3Y,DNA-P-T0-A-3Y,Cisco DNA Advantage On-Prem Lic 3Y - upto 15M (Agg,Broker,6,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MX84-SDW,E3N-MX84-SDW,Meraki MX84 SDW Enterprise Agreement,Broker,6,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-MS-400-M-E,E3N-MS-400-M-E,Meraki MS400 Medium Essentials EA 3.0 LIC and Supp,Broker,6,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
Duo Access EDU,Duo Access EDU,DatAdvantage for Directory Services On-prem subscr,Broker,6,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
SVS-ISE-SUP-E,SVS-ISE-SUP-E,Enhanced Support for Identity Service Engine Subsc,Broker,6,12,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
